tf,arm,dna,entry,family,motif,tf_name,n_seeds,mean_pearsonr,mean_spearmanr,mean_auroc,mean_ic_weighted_pcc,mean_mae
err,baseline,relax,3wtw_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,4,0.6328854361432604,0.47,0.9050000000000001,0.5011218838669191,0.577516958117485
err,baseline,relax,4l0z_B_MA0098.3.jaspar.npz,ETS,MA0098.3,RUNX1,4,0.6759952094878826,0.5185450791804626,0.9059606481481481,0.5244865203121936,0.6448218077421188
err,baseline,relax,3wtu_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,4,0.6178786956937983,0.48500000000000004,0.9041666666666668,0.5249750889699083,0.5787098556756973
err,baseline,relax,3wts_C_ETS1_HUMAN.H11MO.0.A.npz,ETS,ETS1,Runt-related transcription factor 1,4,0.6607396733888891,0.47750000000000004,0.9200000000000002,0.512169464179972,0.5459002777934074
err,baseline,relax,3wtw_H_MA0098.3.jaspar.npz,ETS,MA0098.3,Runt-related transcription factor 1,4,0.5171687828219091,0.40959223210525214,0.8499710648148149,0.45888938749734454,0.7383341640233994
err,baseline,relax,1n6j_A_MA0660.1.jaspar.npz,MADS-box,MA0660.1,Myocyte-specific enhancer factor 2B,4,0.6955442857695744,0.6134828052715133,0.9326171875,0.6492558164086089,0.5902732759714127
err,baseline,relax,6byy_A_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,4,0.7845235374152253,0.6750787597002192,0.9407552083333334,0.7502081883154397,0.5068254396319389
err,baseline,relax,6byy_D_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,4,0.84291381558675,0.5849878140693425,0.7998046875,0.7434331622868973,0.4835760071873665
err,baseline,relax,1n6j_B_MEF2B_HUMAN.H11MO.0.A.npz,MADS-box,MEF2B,Myocyte-specific enhancer factor 2B,4,0.563710818393156,0.5693274042711568,0.7796674225245654,0.37015377445457465,0.7031941264867783
err,baseline,relax,6byy_B_MA0660.1.jaspar.npz,MADS-box,MA0660.1,MEF2 CHIMERA,4,0.7845235494124709,0.6750787597002192,0.9407552083333334,0.75020820730241,0.5068254470825195
err,baseline,relax,1c7u_B_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",4,0.19814728762139563,0.2020833333333333,0.5954218106995885,0.1537520301423116,1.0235481709241867
err,baseline,relax,1c7u_A_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",4,0.198147270171224,0.2020833333333333,0.5954218106995885,0.15375202542051286,1.0235481560230255
err,baseline,relax,3kov_B_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,Myocyte-specific enhancer factor 2A,4,0.5528292742092162,0.5416666666666667,0.9104817708333334,0.34980559956247725,0.7862199991941452
err,baseline,relax,3kov_I_MA0052.4.jaspar.npz,MADS-box,MA0052.4,Myocyte-specific enhancer factor 2A,4,0.7273161762730322,0.6472222222222221,0.9368489583333333,0.5300673025151248,0.5406431183218956
err,baseline,relax,6byy_A_MEF2A_HUMAN.H11MO.0.A.npz,MADS-box,MEF2A,MEF2 CHIMERA,4,0.67498616451404,0.6416666666666666,0.9036458333333334,0.5268005201494287,0.6227802038192749
err,baseline,relax,3iag_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,4,0.7692060429490084,0.475,0.9674479166666667,0.6230928765282704,0.3489551618695259
err,baseline,relax,6wqu_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,4,0.7765925085404888,0.53125,0.9713541666666666,0.5937049262193617,0.3728445768356323
err,baseline,relax,6dks_G_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,4,0.6849719719020868,0.4906249999999999,0.9466145833333334,0.5015450927914403,0.45584040880203247
err,baseline,relax,6dks_C_SUH_MOUSE.H11MO.0.A.npz,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,4,0.6648213332591695,0.45624999999999993,0.9257812500000001,0.5089988457292765,0.4599664658308029
err,baseline,relax,3v79_C_MA1116.1.jaspar.npz,CSL/RBPJ,MA1116.1,Neurogenic locus notch homolog protein 1,4,0.7642498460627394,0.46575511803624875,0.9583333333333334,0.7819617882266214,0.48521530628204346
err,baseline,relax,1srs_B_SRF_HUMAN.H11MO.0.A.npz,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),4,0.6589524949548914,0.5553178614839697,0.8722916666666666,0.49603694343823246,0.5993023216724396
err,baseline,relax,1srs_A_SRF_HUMAN.H11MO.0.A.npz,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),4,0.6589524560126434,0.5553178614839697,0.8722916666666666,0.4960369231441599,0.599302351474762
err,baseline,relax,1ram_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),4,0.46736859994562113,0.5175000000000001,0.8083333333333332,0.26246847362082626,0.8764271587133408
err,baseline,relax,1vkx_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (NF-KAPPA B P65 SUBUNIT),4,0.6954738304833881,0.51,0.9116666666666667,0.5886862000661834,0.5408390015363693
err,baseline,relax,2i9t_A_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,Transcription factor p65,4,0.8449037227081135,0.585,0.9708333333333333,0.6085356961659641,0.4576427787542343
err,baseline,relax,3gut_E_MA0107.1.jaspar.npz,Rel/NF-κB (RHD),MA0107.1,Transcription factor p65,4,0.7958409985461912,0.5843084257282738,0.9675000000000001,0.7641391083195246,0.39469827711582184
err,baseline,relax,1ram_B_TF65_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),4,0.4673686073627323,0.5175000000000001,0.8083333333333332,0.262468479928572,0.8764271438121796
err,baseline,relax,7jm4_H_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,4,0.8174319578625727,0.5825,0.9620949074074074,0.8251872722962166,0.48498981446027756
err,baseline,relax,7jm4_A_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,4,0.8393313223554287,0.5875,0.9456018518518519,0.8347703586239341,0.4512549713253975
err,baseline,relax,7jm4_G_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,4,0.8174319608835503,0.5825,0.9620949074074074,0.8251872648709548,0.48498982936143875
err,baseline,relax,7jm4_B_MA1419.1.jaspar.npz,IRF,MA1419.1,Interferon regulatory factor 4,4,0.8393313328677323,0.5875,0.9456018518518519,0.8347703672224025,0.4512549489736557
err,baseline,relax,2ady_A_MA0106.3.jaspar.npz,p53-like,MA0106.3,Cellular tumor antigen p53,4,0.6866289541037986,0.5275,0.9146825396825398,0.49044072374128217,0.5350145995616913
err,baseline,relax,3q05_B_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,4,0.7451252044236752,0.5725,0.9219835069444444,0.4693119271456839,0.4967157244682312
err,baseline,relax,6fj5_C_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,4,0.37838524112939925,0.245,0.6565031828703703,0.13816097437837171,0.9585068076848984
err,baseline,relax,6fj5_D_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,4,0.37838524364542536,0.245,0.6565031828703703,0.1381609779397034,0.9585068225860596
err,baseline,relax,6fj5_A_P53_HUMAN.H11MO.0.A.npz,p53-like,P53,Cellular tumor antigen p53,4,0.37838522701476907,0.245,0.6565031828703703,0.13816096285491258,0.9585067629814148
err,baseline,relax,6vge_A_ERG_HUMAN.H11MO.0.A.npz,ETS,ERG,Transcriptional regulator ERG,4,0.38899929300653946,0.34054567378526135,0.7842187500000001,0.40942593558891527,0.7549983561038971
err,baseline,relax,6vgg_A_ERG_HUMAN.H11MO.0.A.npz,ETS,ERG,Transcriptional regulator ERG,4,0.40615537912041566,0.33938217053549513,0.7880208333333333,0.40001851150253853,0.7870614379644394
err,baseline,relax,6vg2_D_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,4,0.7160538996540708,0.44465451021359526,0.9305555555555556,0.5813153801964759,0.5079703330993652
err,baseline,relax,6vg2_A_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,4,0.6960460394839174,0.401635529712192,0.9074074074074073,0.5505230721033609,0.5285574048757553
err,baseline,relax,6vg8_A_FLI1_HUMAN.H11MO.0.A.npz,ETS,FLI1,Friend leukemia integration 1 transcription factor,4,0.6044352056924254,0.5815361835345598,0.8773148148148149,0.4945513943464602,0.7128599584102631
err,baseline,relax,6lbi_L_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,4,0.8368802191736848,0.5071428571428571,0.9847916666666666,0.5233460955806828,0.39560698717832565
err,baseline,relax,6lbi_K_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,4,0.8368802129080459,0.5071428571428571,0.9847916666666666,0.5233460865409749,0.39560701698064804
err,baseline,relax,6lbi_D_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,4,0.810782610152784,0.4928571428571429,0.9864583333333333,0.5197900980886418,0.4135838821530342
err,baseline,relax,3coa_C_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,4,0.8281338417021158,0.5035714285714287,0.9639583333333333,0.6066419258160471,0.37769369035959244
err,baseline,relax,6lbi_C_FOXO1_HUMAN.H11MO.0.A.npz,Forkhead,FOXO1,Forkhead box protein O1,4,0.8107826227796898,0.4928571428571429,0.9864583333333333,0.5197900990451922,0.4135838747024536
err,baseline,relax,1pzu_H_NFAC2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFAC2,"Nuclear factor of activated T-cells, cytoplasmic 2",4,0.7033817737588681,0.5086697641294053,0.9713541666666667,0.7775595821475314,0.5157769024372101
err,baseline,relax,1pzu_L_MA0152.1.jaspar.npz,Rel/NF-κB (RHD),MA0152.1,"Nuclear factor of activated T-cells, cytoplasmic 2",4,0.8274698408010106,0.5901197818460517,0.9869791666666667,0.7437754272986445,0.3392484225332737
err,baseline,relax,5lty_K_CDX2_HUMAN.H11MO.0.A.npz,Homeodomain,CDX2,Homeobox protein CDX-2,4,0.5094214975752865,0.41158120528406605,0.7549189814814815,0.36053812989828715,0.6357554793357849
err,baseline,relax,5lty_M_MA0465.2.jaspar.npz,Homeodomain,MA0465.2,Homeobox protein CDX-2,4,0.7828573772218079,0.6949999999999998,0.8800000000000001,0.4725863135578468,0.5320429801940918
err,baseline,relax,5vpf_B_JUND_HUMAN.H11MO.0.A.npz,bZIP,JUND,Protein fosB,4,0.7161453914854468,0.4934980873592294,0.8854166666666667,0.6115661566830065,0.560280092060566
err,baseline,relax,5yef_B_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,4,0.6050113466529486,0.5819444444444444,0.8100641025641026,0.48892968971727024,0.5950498431921005
err,baseline,relax,5und_A_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,4,0.3398862607299816,0.329,0.708456685143193,0.44256940465626027,0.6583752185106277
err,baseline,relax,5yef_J_CTCF_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,CTCF,Transcriptional repressor CTCF,4,0.612149693378082,0.5431767961931934,0.8140914351851851,0.47274622467708904,0.6657842621207237
err,baseline,relax,5und_B_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,4,0.4206464207940292,0.3673913043478261,0.7997765282583622,0.4456050207187293,0.6233961284160614
err,baseline,relax,5yef_G_MA1930.1.jaspar.npz,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,4,0.49236718769437476,0.49027777777777776,0.742361932938856,0.4429799430247591,0.6563941240310669
err,baseline,relax,2wty_B_MA0117.2.jaspar.npz,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,4,0.5988915618985299,0.46277903773109963,0.8664965986394558,0.5397756193880621,0.6344041675329208
err,baseline,relax,2wty_A_MA0117.2.jaspar.npz,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,4,0.5988915650946596,0.46277903773109963,0.8664965986394558,0.5397756143344631,0.6344041675329208
err,baseline,relax,6x6e_B_MA0113.3.jaspar.npz,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,4,0.5465419389423914,0.48049703546891176,0.913451646090535,0.612536662771564,0.6407658010721207
err,baseline,relax,6x6e_A_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,4,0.5282055877112725,0.46387425886722794,0.8802083333333334,0.41396315760580915,0.5794217139482498
err,baseline,relax,5emq_B_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,4,0.5949321479034552,0.5206981019498598,0.906875,0.43989086579521147,0.504255048930645
err,baseline,relax,5emp_B_MA0113.3.jaspar.npz,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,4,0.7166402399149472,0.6095284707521047,0.9384002057613169,0.6412622448419618,0.5106722265481949
err,baseline,relax,5emp_A_GCR_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,4,0.6146429770160466,0.5283333333333333,0.9135416666666666,0.4011576631314512,0.508559912443161
err,baseline,relax,1le8_B_MA0328.2.jaspar.npz,Homeodomain,MA0328.2,HAP1,4,0.6624787226910485,0.5753762024964393,0.8769444444444445,0.4297338125606168,0.7098327726125717
err,baseline,relax,6fbr_B_RXRA_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),RXRA,Retinoic acid receptor RXR-alpha,4,0.6968701100947025,0.5694444444444444,0.9160416666666668,0.34902137625011115,0.6648552119731903
err,baseline,relax,4cn3_D_RXRA_HUMAN.H11MO.0.A.npz,Nuclear receptor (Zn),RXRA,RETINOIC ACID RECEPTOR RXR-ALPHA,4,0.7221500708600009,0.5944444444444443,0.9287500000000001,0.3345429534177703,0.6729278564453125
err,baseline,relax,4cn3_C_MA0065.1.jaspar.npz,Nuclear receptor (Zn),MA0065.1,RETINOIC ACID RECEPTOR RXR-ALPHA,4,0.6787635389607333,0.5866889499782575,0.9000850340136054,0.5568681086387681,0.5594927817583084
err,baseline,relax,6fbq_A_MA0065.1.jaspar.npz,Nuclear receptor (Zn),MA0065.1,Retinoic acid receptor RXR-alpha,4,0.7367407078106356,0.6252762666648362,0.907312925170068,0.678384614562398,0.47938447445631027
err,baseline,relax,1r0n_A_MA0115.1.jaspar.npz,Nuclear receptor (Zn),MA0115.1,Retinoic acid receptor RXR-alpha,4,0.5465170209548281,0.46636648150687965,0.7974537037037037,0.5429513365157002,0.8015519082546234
err,baseline,relax,2erg_B_MA0324.1.jaspar.npz,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,4,0.44137497358606204,0.3888948686282491,0.8082955404383976,0.5064059433238096,0.7944757491350174
err,baseline,relax,2erg_A_MA0324.1.jaspar.npz,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,4,0.44137497562333006,0.3888948686282491,0.8082955404383976,0.506405902738351,0.7944757342338562
err,baseline,relax,7oh9_K_MA0386.1.jaspar.npz,TBP / β-saddle,MA0386.1,Histone H3.2,4,0.47434904365530073,0.35000000000000003,0.9234693877551021,0.3833081143773926,0.9384111166000366
err,baseline,relax,4r2d_A_MA0162.4.jaspar.npz,C2H2 zinc finger,MA0162.4,Early growth response protein 1,4,0.567404095999882,0.345,0.740234375,0.5284669236427594,0.5512740015983582
err,baseline,relax,1a1j_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,PROTEIN (RADR ZIF268 ZINC FINGER PEPTIDE),4,0.6223190864518984,0.5295087516366682,0.7876157407407407,0.5704649823521369,0.6254676729440689
err,baseline,relax,4x9j_A_MA0162.4.jaspar.npz,C2H2 zinc finger,MA0162.4,Early growth response protein 1,4,0.5727136267421884,0.36,0.73828125,0.5515709540301752,0.5675268843770027
err,baseline,relax,1a1i_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,RADR ZIF268 ZINC FINGER PEPTIDE,4,0.656819327698031,0.5277357080411633,0.7823129251700681,0.5797317678408617,0.558356486260891
err,baseline,relax,1a1g_A_MA0162.1.jaspar.npz,C2H2 zinc finger,MA0162.1,DSNR ZINC FINGER PEPTIDE,4,0.6050952400415553,0.5124781557160949,0.7970196759259259,0.5737147380908401,0.6225151866674423
err,baseline,relax,1gu4_A_MA0466.3.jaspar.npz,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,4,0.5279810210728707,0.3965962356082008,0.7711588541666666,0.5530245913619244,0.7249430269002914
err,baseline,relax,1gu5_A_MA0466.3.jaspar.npz,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,4,0.3821515502907763,0.19144424868464813,0.7229817708333334,0.3794277497464501,0.8315124362707138
err,baseline,relax,2e42_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,4,0.4635381023082036,0.39398387793813505,0.8316695601851851,0.5587607432566293,0.6806504279375076
err,baseline,relax,6mg2_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,4,0.5213070950839294,0.46927607947008215,0.7990089699074074,0.5599743111789138,0.7370533347129822
err,baseline,relax,6mg3_A_CEBPB_HUMAN.H11MO.0.A.npz,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,4,0.5274698656606811,0.4701308469054547,0.8249421296296297,0.47916417767507286,0.7336185276508331
err,baseline,relax,4xrm_A_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,4,0.8288482129549569,0.5734017464429103,0.9814814814814815,0.7153347291745568,0.4303756356239319
err,baseline,relax,4xrm_B_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,4,0.8288482263621214,0.5734017464429103,0.9814814814814815,0.71533473448247,0.4303756207227707
err,baseline,relax,5bng_B_MEIS2_HUMAN.H11MO.0.B.npz,Homeodomain,MEIS2,Homeobox protein Meis2,4,0.6444673696964358,0.5112734734023465,0.9088541666666666,0.6744988558454035,0.5762661099433899
err,baseline,relax,5ke6_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,Krueppel-like factor 4,4,0.752633838870679,0.48124999999999996,0.8964120370370371,0.5222357951389626,0.4695586636662483
err,baseline,relax,5ke8_A_MA0039.2.jaspar.npz,C2H2 zinc finger,MA0039.2,Krueppel-like factor 4,4,0.6650806162724621,0.3983140591922356,0.9073129251700681,0.7393759364865231,0.42518261075019836
err,baseline,relax,2wbu_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,KRUEPPEL-LIKE FACTOR 4,4,0.6555950764177396,0.453125,0.8327546296296297,0.5077247897042724,0.5380701124668121
err,baseline,relax,5ke7_A_KLF4_MOUSE.H11MO.0.A.npz,C2H2 zinc finger,KLF4,Krueppel-like factor 4,4,0.7874051819271699,0.5187499999999999,0.9403935185185186,0.5267014300164083,0.45401330292224884
err,baseline,relax,6u81_A_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,Double homeobox protein 4,4,0.6863440910404148,0.48938188934524623,0.8945833333333334,0.6880153016322452,0.48816923052072525
err,baseline,relax,6a8r_A_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,Double homeobox protein 4,4,0.6042189279996819,0.502899370069157,0.8509542705971278,0.574593893505621,0.7442967146635056
err,baseline,relax,5z2t_D_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,DUX4,4,0.18920206315233373,0.2488707512025414,0.5734599395313681,0.19753718360054465,1.1533540785312653
err,baseline,relax,6dfy_C_MA0468.1.jaspar.npz,Homeodomain,MA0468.1,DUX4,4,0.6494887119941268,0.5576770970285743,0.9048353909465021,0.6114801453608771,0.7884354740381241
err,baseline,relax,6dfy_D_DUX4_HUMAN.H11MO.0.A.npz,Homeodomain,DUX4,DUX4,4,0.6269579949439503,0.5439833463054147,0.8431122448979591,0.5987092647293738,0.8391035795211792
err,baseline,relax,1vkx_B_NFKB1_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),NFKB1,PROTEIN (NF-KAPPA B P65 SUBUNIT),4,0.7136766641517169,0.5075693962859994,0.9116666666666667,0.6096635062533171,0.5202727988362312
err,baseline,relax,3gut_D_MA0105.4.jaspar.npz,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,4,0.5141610162470236,0.3704545454545455,0.8019386574074073,0.5358906832325636,0.7793197184801102
err,baseline,relax,2i9t_B_NFKB1_MOUSE.H11MO.0.A.npz,Rel/NF-κB (RHD),NFKB1,Transcription factor p65,4,0.8559134204493604,0.5486512473537885,0.9708333333333333,0.5890770478130194,0.4633430168032646
err,baseline,relax,3gut_H_MA0105.4.jaspar.npz,Rel/NF-κB (RHD),MA0105.4,Transcription factor p65,4,0.5021955546954732,0.4136363636363636,0.7860604745370371,0.4564767508927823,0.8051753044128418
err,baseline,relax,6od3_E_ITF2_HUMAN.H11MO.0.C.npz,bHLH,ITF2,Transcription factor 4,4,0.5362890684918966,0.3,0.8245833333333333,0.5166055713792205,0.6171500384807587
err,baseline,relax,6od3_B_ITF2_HUMAN.H11MO.0.C.npz,bHLH,ITF2,Transcription factor 4,4,0.5379312474521741,0.31071428571428567,0.8441666666666667,0.5205802334171579,0.5988671630620956
err,baseline,relax,6od3_F_MA0830.2.jaspar.npz,bHLH,MA0830.2,Transcription factor 4,4,0.7372352388144161,0.5125,0.9153645833333334,0.6221447331708498,0.46629390865564346
err,baseline,relax,6od3_A_MA0830.2.jaspar.npz,bHLH,MA0830.2,Transcription factor 4,4,0.7684611099151274,0.5499999999999999,0.9244791666666666,0.6327216604282422,0.42084839940071106
err,baseline,relax,7cli_B_MA0778.1.jaspar.npz,Rel/NF-κB (RHD),MA0778.1,Nuclear factor NF-kappa-B p52 subunit,4,0.598955699736204,0.4748354122563142,0.8541666666666667,0.5817635426263316,0.607005350291729
err,baseline,relax,7vuq_B_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,4,0.7429231793926605,0.573102560479519,0.8730107060185185,0.6284512741744287,0.4782532602548599
err,baseline,relax,7cli_A_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,4,0.5066099616868251,0.3430621180045922,0.855179398148148,0.40423832310062024,0.7901129573583603
err,baseline,relax,7vuq_A_NFKB2_HUMAN.H11MO.0.B.npz,Rel/NF-κB (RHD),NFKB2,Nuclear factor NF-kappa-B p52 subunit,4,0.7429231762706132,0.573102560479519,0.8730107060185185,0.6284512720645722,0.47825323045253754
err,baseline,relax,4l0z_A_RUNX1_MOUSE.H11MO.0.A.npz,Runt,RUNX1,RUNX1,4,0.6329501448326482,0.4796941772284845,0.9380555555555556,0.5066213519135065,0.5644702166318893
err,baseline,relax,3wtu_A_RUNX1_MOUSE.H11MO.0.A.npz,Runt,RUNX1,Runt-related transcription factor 1,4,0.5858584098787105,0.43725311838447134,0.9388888888888889,0.5018955285630498,0.6250604838132858
err,baseline,relax,1hjb_F_RUNX1_MOUSE.H11MO.0.A.npz,Runt,RUNX1,CCAAT/ENHANCER BINDING PROTEIN BETA,4,0.6383618780269494,0.4648329418137407,0.89703125,0.5973445646988556,0.5939621031284332
err,baseline,relax,3wts_F_RUNX1_MOUSE.H11MO.0.A.npz,Runt,RUNX1,Runt-related transcription factor 1,4,0.5484496980752738,0.41356205954045827,0.9230555555555556,0.46414805957912353,0.638575866818428
err,baseline,relax,3wtw_F_RUNX1_MOUSE.H11MO.0.A.npz,Runt,RUNX1,Runt-related transcription factor 1,4,0.6166293800815765,0.4252602360724975,0.9533333333333334,0.5075208358068855,0.5418007299304008
err,baseline,relax,5kl4_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,4,0.686302695203469,0.4361111111111111,0.8899739583333334,0.5026386746829863,0.5697766244411469
err,baseline,relax,4r2p_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,"Wilms tumor protein, isoform 4/CRA_a",4,0.8062225202693425,0.5833333333333334,0.9368489583333334,0.5562600567454583,0.47265029698610306
err,baseline,relax,5kl4_D_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,4,0.6944055149716507,0.4722222222222222,0.8916015625,0.511780349939347,0.5778372287750244
err,baseline,relax,5kl3_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,4,0.7178969623530267,0.46111111111111114,0.765625,0.5093193204472636,0.5315351486206055
err,baseline,relax,6b0q_A_WT1_HUMAN.H11MO.0.C.npz,C2H2 zinc finger,WT1,Wilms tumor protein,4,0.7433747115363885,0.5305555555555554,0.8352864583333334,0.5266793991060075,0.5172586217522621
err,baseline,relax,5vmu_A_KAISO_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,4,0.5558962674177665,0.48445828309087763,0.8240104166666666,0.36154576440043185,0.6856139749288559
err,baseline,relax,5vmv_A_KAISO_HUMAN.H11MO.0.A.npz,C2H2 zinc finger,KAISO,ZBTB33/Kaiso,4,0.3612019035658291,0.32558314434033503,0.76375,0.22806577269463052,0.8133412152528763
err,baseline,relax,2lt7_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,4,0.5709382547949124,0.5172138891954147,0.8135416666666666,0.39114610675999834,0.7079322785139084
err,baseline,relax,4f6n_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,4,0.20064236973282987,0.3293495990753637,0.6203703703703703,0.26495113096301437,0.9250108152627945
err,baseline,relax,6dfc_A_MA0527.1.jaspar.npz,C2H2 zinc finger,MA0527.1,CTCF,4,0.6145281133275213,0.4743567463382718,0.8272916666666666,0.4069623475737487,0.6095536276698112
err,baseline,relax,1e3o_C_MA0785.1.jaspar.npz,Homeodomain (POU),MA0785.1,OCTAMER-BINDING TRANSCRIPTION FACTOR 1,4,0.7459743804181926,0.6099999999999999,0.9756944444444444,0.5509535575284518,0.5442644208669662
err,augmented,relax,2evi_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.7498708230976172,0.5407074766202931,0.9177083333333333,0.5341757993365652,0.5317798912525177
err,augmented,relax,2evf_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.7657156798662619,0.5588156617270721,0.9136574074074074,0.5533916509491277,0.4783432841300964
err,augmented,relax,2evj_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.8538972169073531,0.5810160159703148,0.9645833333333333,0.6389713646601485,0.36146717667579653
err,augmented,relax,2etw_A_MA0343.1.jaspar.npz,TBP / β-saddle,MA0343.1,NDT80 protein,5,0.8598936599465862,0.5913270106675536,0.8939814814814815,0.6531641905594825,0.4085559964179993
