PDB_ID,Chain,PWM_ID,UniProt_ID,TF_Class,TF_Family,Pfam_ID,Pfam_Name
1a1l,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1k,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1k,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1jk1,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1jk1,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1jk2,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1jk2,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1p47,B,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1p47,B,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1g,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1g,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1llm,C,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1llm,C,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1h,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1h,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1f,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1f,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1llm,D,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1llm,D,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1g2f,F,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1g2f,F,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1aay,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1aay,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,L,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,L,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1i,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1a1i,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1p47,A,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1p47,A,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,G,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,G,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1zaa,C,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1zaa,C,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,K,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1f2i,K,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1g2d,F,EGR1_MOUSE.H11MO.0.A,EGR1_MOUSE,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
1g2d,F,MA0162.1.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2c,A,MA0162.4.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2c,A,EGR1_HUMAN.H11MO.0.A,EGR1_HUMAN,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2d,A,MA0162.4.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2d,A,EGR1_HUMAN.H11MO.0.A,EGR1_HUMAN,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2a,A,MA0162.4.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4r2a,A,EGR1_HUMAN.H11MO.0.A,EGR1_HUMAN,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4x9j,A,MA0162.4.jaspar,P18146,C2H2 zinc finger factors,Three-zinc finger Kruppel-related,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
4x9j,A,EGR1_HUMAN.H11MO.0.A,EGR1_HUMAN,Unknown,Unknown,PF11914|PF11928|PF00096,DUF3432|DUF3446|zf-C2H2
5d8k,B,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8k,B,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,H,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,H,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,B,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,B,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,B,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,B,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,C,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,C,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,F,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,F,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,D,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
5d8l,D,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,A,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dcu,A,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dci,A,HSF2_HUMAN.H11MO.0.A,HSF2_HUMAN,Unknown,Unknown,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
7dci,A,MA0770.1.jaspar,Q03933,Heat shock factors,HSF factors,PF00447|PF06546,HSF_DNA-bind|Vert_HS_TF
6xwh,D,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
6xwh,D,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6xwh,D,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
6xwh,D,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6xwh,D,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn7,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4cn7,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn7,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4cn7,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn7,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn2,C,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4cn2,C,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn2,C,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4cn2,C,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn2,C,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn3,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4cn3,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn3,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4cn3,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn3,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
3dzy,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
3dzy,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
3dzy,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
3dzy,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
3dzy,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbq,B,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
6fbq,B,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbq,B,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
6fbq,B,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbq,B,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
6fbr,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
6fbr,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1r0n,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
1r0n,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1r0n,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
1r0n,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1r0n,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,B,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
6fbr,B,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,B,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
6fbr,B,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6fbr,B,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4nqa,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4nqa,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,B,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,B,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,B,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,B,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,B,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,H,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4nqa,H,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,H,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4nqa,H,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4nqa,H,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn5,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
4cn5,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn5,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
4cn5,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
4cn5,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,D,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,D,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,D,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
1by4,D,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
1by4,D,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
5uan,A,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
5uan,A,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
5uan,A,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
5uan,A,RXRA_HUMAN.H11MO.0.A,RXRA_HUMAN,Unknown,Unknown,PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
5uan,A,MA0115.1.jaspar,P19793,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6xwh,C,MA0074.1.jaspar,P11473,Nuclear receptors with C4 zinc fingers,"RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",PF00104|PF00105,Hormone_recep|zf-C4
6xwh,C,MA0065.1.jaspar,P28700,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF11825|PF00105,Hormone_recep|Nuc_recep-AF1|zf-C4
6xwh,C,MA0159.1.jaspar,P10276,Nuclear receptors with C4 zinc fingers,"Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",PF00104|PF00105,Hormone_recep|zf-C4
