pilot,stage,pdb_id,state,n_iface_res,n_segments,seq_ident,iRMSD_global,iRMSD_seg_max,iRMSD_seg_mean,fnat
hsf,stage3,5d5u,77,21,4,1.0,0.722,0.494,0.204,0.931
hsf,stage3,5d5u,78,21,4,1.0,0.971,0.995,0.298,0.828
hsf,stage3,5d5u,79,21,4,1.0,0.919,0.731,0.295,0.828
hsf,stage3,5d5u,80,21,4,1.0,1.007,1.049,0.338,0.931
hsf,stage3,5d5u,81,21,4,1.0,2.186,2.174,0.606,0.793
hsf,stage3,5d5u,82,21,4,1.0,0.88,0.922,0.298,0.828
hsf,stage3,5d5u,83,21,4,1.0,0.927,0.599,0.233,0.862
hsf,stage3,5d5u,84,21,4,1.0,1.022,0.998,0.326,0.828
hsf,stage3,5d5u,85,21,4,1.0,0.955,1.018,0.334,0.862
hsf,stage3,5d5u,86,21,4,1.0,0.836,0.841,0.262,0.931
hsf,stage3,5d5u,87,21,4,1.0,0.868,0.717,0.249,0.931
hsf,stage3,5d5u,88,21,4,1.0,0.787,0.712,0.252,0.931
hsf,stage3,5d5u,89,21,4,1.0,1.322,1.449,0.428,0.931
hsf,stage3,5d5u,90,21,4,1.0,1.166,1.303,0.393,0.931
hsf,stage3,5d5u,91,21,4,1.0,0.996,1.002,0.339,0.828
hsf,stage3,5d5u,92,21,4,1.0,1.283,1.259,0.391,0.862
hsf,stage3,5d5u,93,21,4,1.0,0.874,0.931,0.287,0.828
hsf,stage3,5d5u,94,21,4,1.0,1.015,1.056,0.332,0.862
hsf,stage3,5d5u,95,21,4,1.0,1.21,1.132,0.391,0.828
hsf,stage3,5d5u,96,21,4,1.0,0.866,0.956,0.306,0.897
hsf,stage3,5d5u,97,21,4,1.0,0.761,0.809,0.254,0.897
hsf,stage3,5d5u,98,21,4,1.0,0.728,0.576,0.19,0.862
hsf,stage3,5d5u,99,21,4,1.0,1.344,1.476,0.407,0.931
irf,stage3,1if1,1,27,5,1.0,3.409,3.042,1.68,0.562
irf,stage3,1if1,2,27,5,1.0,3.958,3.037,1.842,0.625
irf,stage3,1if1,3,27,5,1.0,3.068,3.111,1.511,0.688
irf,stage3,1if1,4,27,5,1.0,4.006,3.03,1.909,0.458
irf,stage3,1if1,5,27,5,1.0,3.718,3.093,1.56,0.604
irf,stage3,1if1,6,27,5,1.0,3.415,3.036,1.641,0.75
irf,stage3,1if1,7,27,5,1.0,3.606,2.561,1.417,0.667
irf,stage3,1if1,8,27,5,1.0,4.033,3.301,2.086,0.562
irf,stage3,1if1,9,27,5,1.0,4.733,3.085,1.699,0.521
irf,stage3,1if1,10,27,5,1.0,3.56,3.085,1.862,0.542
irf,stage3,1if1,12,27,5,1.0,3.32,3.054,1.596,0.646
irf,stage3,1if1,13,27,5,1.0,4.018,3.112,1.745,0.5
irf,stage3,1if1,14,27,5,1.0,3.565,3.056,1.853,0.479
irf,stage3,1if1,15,27,5,1.0,3.295,3.185,1.487,0.688
irf,stage3,1if1,16,27,5,1.0,3.102,3.09,1.485,0.708
irf,stage3,1if1,17,27,5,1.0,3.821,3.373,1.83,0.583
irf,stage3,1if1,18,27,5,1.0,4.501,3.188,2.044,0.396
irf,stage3,1if1,19,27,5,1.0,3.746,3.06,1.752,0.542
irf,stage3,1if1,20,27,5,1.0,3.772,3.133,1.689,0.604
irf,stage3,1if1,21,27,5,1.0,3.321,3.025,1.61,0.604
irf,stage3,1if1,22,27,5,1.0,4.226,3.053,1.664,0.542
irf,stage3,1if1,23,27,5,1.0,3.524,2.965,1.679,0.604
irf,stage3,1if1,24,27,5,1.0,3.264,2.77,1.444,0.646
irf,stage3,1if1,25,27,5,1.0,3.054,3.07,1.505,0.688
irf,stage3,1if1,26,27,5,1.0,3.366,2.989,1.718,0.562
irf,stage3,1if1,27,27,5,1.0,3.101,3.135,1.453,0.708
irf,stage3,1if1,28,27,5,1.0,3.456,3.109,1.685,0.562
irf,stage3,1if1,29,27,5,1.0,4.335,3.187,1.652,0.625
irf,stage3,1if1,30,27,5,1.0,3.436,3.094,1.816,0.521
irf,stage3,1if1,31,27,5,1.0,4.996,3.076,1.869,0.562
irf,stage3,1if1,32,27,5,1.0,4.853,3.188,1.989,0.458
irf,stage3,1if1,33,27,5,1.0,4.556,2.97,2.03,0.458
irf,stage3,1if1,34,27,5,1.0,3.217,2.969,1.491,0.625
irf,stage3,1if1,35,27,5,1.0,3.569,3.044,1.657,0.521
irf,stage3,1if1,36,27,5,1.0,3.805,3.074,1.723,0.521
irf,stage3,1if1,38,27,5,1.0,3.846,4.217,2.128,0.625
irf,stage3,1if1,39,27,5,1.0,3.052,3.187,1.606,0.667
irf,stage3,1if1,40,27,5,1.0,4.275,3.805,2.256,0.438
irf,stage3,1if1,41,27,5,1.0,3.892,3.533,2.003,0.583
irf,stage3,1if1,42,27,5,1.0,3.363,3.205,1.692,0.625
irf,stage3,1if1,43,27,5,1.0,3.493,3.122,1.549,0.708
irf,stage3,1if1,44,27,5,1.0,4.121,2.984,1.804,0.604
irf,stage3,1if1,45,27,5,1.0,3.492,3.174,1.676,0.625
irf,stage3,1if1,46,27,5,1.0,3.915,3.182,1.512,0.604
irf,stage3,1if1,47,27,5,1.0,5.316,3.175,1.961,0.479
irf,stage3,1if1,48,27,5,1.0,4.292,3.162,1.878,0.458
irf,stage3,1if1,49,27,5,1.0,3.496,3.088,1.918,0.688
irf,stage3,1if1,50,27,5,1.0,3.592,2.986,1.753,0.646
irf,stage3,1if1,51,27,5,1.0,4.486,3.232,1.599,0.5
irf,stage3,1if1,52,27,5,1.0,3.525,3.125,1.757,0.583
irf,stage3,1if1,53,27,5,1.0,3.138,3.077,1.511,0.708
irf,stage3,1if1,54,27,5,1.0,3.657,3.157,1.781,0.583
irf,stage3,1if1,55,27,5,1.0,3.202,3.077,1.492,0.688
irf,stage3,1if1,56,27,5,1.0,3.601,3.002,1.471,0.542
irf,stage3,1if1,57,27,5,1.0,3.355,3.1,1.662,0.667
irf,stage3,1if1,58,27,5,1.0,3.146,3.117,1.607,0.667
irf,stage3,1if1,59,27,5,1.0,3.637,3.107,1.689,0.562
irf,stage3,1if1,60,27,5,1.0,3.837,3.065,1.887,0.479
irf,stage3,1if1,61,27,5,1.0,4.657,3.051,1.956,0.479
irf,stage3,1if1,62,27,5,1.0,3.476,3.141,1.668,0.708
irf,stage3,1if1,63,27,5,1.0,3.497,3.049,1.848,0.667
irf,stage3,1if1,64,27,5,1.0,3.706,3.149,1.559,0.625
irf,stage3,1if1,65,27,5,1.0,3.602,3.053,1.712,0.667
irf,stage3,1if1,66,27,5,1.0,4.046,3.023,2.04,0.5
irf,stage3,1if1,67,27,5,1.0,3.775,3.116,1.707,0.646
irf,stage3,1if1,68,27,5,1.0,3.438,3.108,1.611,0.604
irf,stage3,1if1,69,27,5,1.0,4.481,3.371,1.756,0.542
irf,stage3,1if1,70,27,5,1.0,3.206,3.129,1.629,0.604
irf,stage3,1if1,71,27,5,1.0,3.244,2.771,1.707,0.521
irf,stage3,1if1,73,27,5,1.0,3.418,3.102,1.825,0.646
irf,stage3,1if1,74,27,5,1.0,3.8,2.414,1.399,0.604
irf,stage3,1if1,75,27,5,1.0,3.348,3.081,1.829,0.542
irf,stage3,1if1,76,27,5,1.0,3.326,3.141,1.747,0.688
irf,stage3,1if1,78,27,5,1.0,3.477,3.137,1.685,0.583
irf,stage3,1if1,79,27,5,1.0,3.13,3.131,1.417,0.625
irf,stage3,1if1,80,27,5,1.0,3.149,3.06,1.446,0.729
irf,stage3,1if1,81,27,5,1.0,4.338,3.102,1.92,0.542
irf,stage3,1if1,82,27,5,1.0,3.066,2.954,1.484,0.646
irf,stage3,1if1,83,27,5,1.0,6.619,3.615,1.994,0.25
irf,stage3,1if1,84,27,5,1.0,5.376,3.329,2.109,0.396
irf,stage3,1if1,85,27,5,1.0,4.152,3.322,2.088,0.479
irf,stage3,1if1,86,27,5,1.0,4.512,3.07,1.662,0.562
irf,stage3,1if1,87,27,5,1.0,3.808,3.157,2.015,0.521
irf,stage3,1if1,88,27,5,1.0,3.192,3.151,1.485,0.708
irf,stage3,1if1,89,27,5,1.0,4.213,3.051,1.74,0.583
irf,stage3,1if1,90,27,5,1.0,3.017,3.054,1.515,0.729
irf,stage3,1if1,91,27,5,1.0,3.685,3.097,1.605,0.625
irf,stage3,1if1,92,27,5,1.0,4.158,2.965,1.901,0.521
irf,stage3,1if1,93,27,5,1.0,3.621,3.028,1.785,0.521
irf,stage3,1if1,94,27,5,1.0,3.983,3.175,1.624,0.562
irf,stage3,1if1,95,27,5,1.0,3.25,3.028,1.524,0.688
lef1,stage3,2lef,2,39,4,1.0,7.794,4.88,1.632,0.225
lef1,stage3,2lef,3,39,4,1.0,6.744,4.668,1.867,0.393
lef1,stage3,2lef,4,39,4,1.0,6.792,5.02,2.744,0.348
lef1,stage3,2lef,5,39,4,1.0,5.802,5.262,1.788,0.539
lef1,stage3,2lef,6,39,4,1.0,6.347,5.987,1.902,0.292
lef1,stage3,2lef,7,39,4,1.0,9.11,6.621,2.212,0.247
lef1,stage3,2lef,8,39,4,1.0,7.31,5.137,1.728,0.416
lef1,stage3,2lef,9,39,4,1.0,4.992,5.724,1.842,0.551
lef1,stage3,2lef,10,39,4,1.0,6.968,5.63,2.045,0.393
lef1,stage3,2lef,11,39,4,1.0,8.506,4.958,1.732,0.247
lef1,stage3,2lef,12,39,4,1.0,4.985,4.897,1.745,0.404
lef1,stage3,2lef,15,39,4,1.0,15.799,4.301,3.458,0.124
lef1,stage3,2lef,16,39,4,1.0,11.253,4.842,1.834,0.303
lef1,stage3,2lef,17,39,4,1.0,7.743,4.749,1.616,0.461
lef1,stage3,2lef,18,39,4,1.0,3.917,4.809,1.66,0.562
lef1,stage3,2lef,19,39,4,1.0,8.718,4.57,1.546,0.303
lef1,stage3,2lef,20,39,4,1.0,3.636,3.378,1.254,0.427
lef1,stage3,2lef,21,39,4,1.0,5.778,6.466,2.358,0.528
lef1,stage3,2lef,22,39,4,1.0,5.265,4.985,1.631,0.36
lef1,stage3,2lef,23,39,4,1.0,4.631,5.184,1.756,0.416
lef1,stage3,2lef,24,39,4,1.0,7.321,5.347,1.79,0.315
lef1,stage3,2lef,25,39,4,1.0,4.062,5.072,1.706,0.36
lef1,stage3,2lef,26,39,4,1.0,8.305,4.584,1.489,0.36
lef1,stage3,2lef,27,39,4,1.0,6.653,5.148,1.77,0.416
lef1,stage3,2lef,28,39,4,1.0,5.596,3.649,1.364,0.416
lef1,stage3,2lef,29,39,4,1.0,6.542,5.355,1.788,0.281
lef1,stage3,2lef,30,39,4,1.0,5.936,4.922,1.625,0.36
lef1,stage3,2lef,31,39,4,1.0,5.921,4.707,1.718,0.483
lef1,stage3,2lef,32,39,4,1.0,8.904,3.745,1.417,0.472
lef1,stage3,2lef,33,39,4,1.0,6.551,5.056,1.895,0.371
lef1,stage3,2lef,34,39,4,1.0,4.325,4.818,1.564,0.562
lef1,stage3,2lef,35,39,4,1.0,7.422,4.712,1.62,0.315
lef1,stage3,2lef,36,39,4,1.0,5.871,5.126,1.717,0.494
lef1,stage3,2lef,37,39,4,1.0,6.918,3.713,1.481,0.292
lef1,stage3,2lef,38,39,4,1.0,3.735,4.015,1.476,0.551
lef1,stage3,2lef,39,39,4,1.0,4.964,4.541,1.485,0.449
lef1,stage3,2lef,40,39,4,1.0,4.314,3.723,1.339,0.438
lef1,stage3,2lef,41,39,4,1.0,6.123,4.5,1.502,0.348
lef1,stage3,2lef,42,39,4,1.0,10.777,5.839,1.903,0.27
lef1,stage3,2lef,43,39,4,1.0,4.928,3.911,1.592,0.292
lef1,stage3,2lef,44,39,4,1.0,8.657,3.33,1.496,0.517
lef1,stage3,2lef,45,39,4,1.0,7.16,5.686,2.411,0.551
lef1,stage3,2lef,46,39,4,1.0,5.939,3.903,1.794,0.393
lef1,stage3,2lef,47,39,4,1.0,7.14,4.825,1.565,0.382
lef1,stage3,2lef,48,39,4,1.0,4.528,5.435,1.746,0.539
lef1,stage3,2lef,49,39,4,1.0,5.149,4.349,1.539,0.27
lef1,stage3,2lef,51,39,4,1.0,4.208,4.692,1.755,0.528
lef1,stage3,2lef,52,39,4,1.0,5.6,6.001,1.895,0.393
lef1,stage3,2lef,54,39,4,1.0,7.22,4.473,1.577,0.303
lef1,stage3,2lef,55,39,4,1.0,3.856,4.211,1.436,0.584
lef1,stage3,2lef,56,39,4,1.0,3.789,4.514,1.62,0.483
lef1,stage3,2lef,57,39,4,1.0,4.681,5.064,1.635,0.494
lef1,stage3,2lef,58,39,4,1.0,8.58,5.982,2.047,0.427
lef1,stage3,2lef,59,39,4,1.0,10.363,4.386,1.486,0.225
lef1,stage3,2lef,61,39,4,1.0,9.924,5.003,1.653,0.236
lef1,stage3,2lef,62,39,4,1.0,6.445,4.749,1.737,0.382
lef1,stage3,2lef,63,39,4,1.0,3.028,3.314,1.229,0.708
lef1,stage3,2lef,64,39,4,1.0,11.353,4.918,2.363,0.315
lef1,stage3,2lef,65,39,4,1.0,5.966,4.552,1.501,0.449
lef1,stage3,2lef,66,39,4,1.0,7.268,5.476,2.176,0.416
lef1,stage3,2lef,67,39,4,1.0,3.142,4.187,1.764,0.562
lef1,stage3,2lef,68,39,4,1.0,4.993,4.528,1.525,0.348
lef1,stage3,2lef,69,39,4,1.0,3.625,4.041,1.428,0.528
lef1,stage3,2lef,70,39,4,1.0,6.1,4.012,1.398,0.438
lef1,stage3,2lef,71,39,4,1.0,7.503,4.64,1.899,0.337
lef1,stage3,2lef,72,39,4,1.0,8.871,4.158,1.817,0.427
lef1,stage3,2lef,73,39,4,1.0,4.037,5.131,1.622,0.596
lef1,stage3,2lef,74,39,4,1.0,5.584,5.275,2.034,0.281
lef1,stage3,2lef,75,39,4,1.0,4.052,4.638,1.563,0.404
lef1,stage3,2lef,76,39,4,1.0,4.569,2.9,1.118,0.348
lef1,stage3,2lef,77,39,4,1.0,8.413,5.745,1.966,0.371
lef1,stage3,2lef,78,39,4,1.0,7.37,4.142,1.511,0.461
lef1,stage3,2lef,79,39,4,1.0,5.708,3.774,1.421,0.281
lef1,stage3,2lef,80,39,4,1.0,5.656,4.938,1.656,0.281
lef1,stage3,2lef,81,39,4,1.0,7.334,4.646,1.529,0.438
lef1,stage3,2lef,82,39,4,1.0,6.43,4.983,1.615,0.202
lef1,stage3,2lef,83,39,4,1.0,6.363,4.668,1.576,0.247
lef1,stage3,2lef,84,39,4,1.0,4.658,5.233,1.614,0.506
lef1,stage3,2lef,85,39,4,1.0,7.238,5.477,1.719,0.213
lef1,stage3,2lef,86,39,4,1.0,4.457,3.816,1.373,0.36
lef1,stage3,2lef,87,39,4,1.0,10.744,5.455,2.084,0.292
lef1,stage3,2lef,88,39,4,1.0,6.797,3.763,1.296,0.337
lef1,stage3,2lef,89,39,4,1.0,8.552,4.307,1.936,0.393
nfat,stage3,1a66,1,31,5,1.0,6.901,3.265,1.587,0.218
nfat,stage3,1a66,2,31,5,1.0,3.281,2.136,0.889,0.527
nfat,stage3,1a66,4,31,5,1.0,4.287,2.954,1.834,0.473
nfat,stage3,1a66,5,31,5,1.0,3.14,2.131,1.37,0.491
nfat,stage3,1a66,6,31,5,1.0,4.399,2.502,1.611,0.455
nfat,stage3,1a66,7,31,5,1.0,3.426,2.722,1.234,0.545
nfat,stage3,1a66,8,31,5,1.0,3.278,2.776,1.385,0.455
nfat,stage3,1a66,9,31,5,1.0,4.229,2.321,1.44,0.364
nfat,stage3,1a66,10,31,5,1.0,3.82,2.557,1.198,0.455
nfat,stage3,1a66,11,31,5,1.0,3.701,2.536,1.11,0.527
nfat,stage3,1a66,12,31,5,1.0,3.77,2.552,1.506,0.527
nfat,stage3,1a66,13,31,5,1.0,4.049,2.813,1.679,0.527
nfat,stage3,1a66,14,31,5,1.0,4.072,2.488,1.519,0.473
nfat,stage3,1a66,15,31,5,1.0,3.962,2.635,1.445,0.491
nfat,stage3,1a66,16,31,5,1.0,3.092,2.59,1.388,0.491
nfat,stage3,1a66,17,31,5,1.0,3.863,2.796,1.791,0.545
nfat,stage3,1a66,18,31,5,1.0,3.767,2.219,1.099,0.473
nfat,stage3,1a66,19,31,5,1.0,3.797,3.021,1.507,0.564
nfat,stage3,1a66,20,31,5,1.0,4.247,3.181,1.699,0.345
nfat,stage3,1a66,21,31,5,1.0,4.058,2.021,1.014,0.436
nfat,stage3,1a66,22,31,5,1.0,4.226,3.321,1.972,0.309
nfat,stage3,1a66,23,31,5,1.0,3.904,2.213,1.355,0.509
nfat,stage3,1a66,24,31,5,1.0,4.026,2.071,1.254,0.491
nfat,stage3,1a66,25,31,5,1.0,4.087,2.83,1.75,0.436
nfat,stage3,1a66,26,31,5,1.0,3.577,2.483,1.308,0.509
nfat,stage3,1a66,27,31,5,1.0,5.191,4.057,1.925,0.382
nfat,stage3,1a66,28,31,5,1.0,3.422,2.161,1.396,0.527
nfat,stage3,1a66,29,31,5,1.0,3.899,3.139,1.742,0.491
nfat,stage3,1a66,30,31,5,1.0,3.95,2.433,1.416,0.473
nfat,stage3,1a66,31,31,5,1.0,3.771,2.452,1.342,0.545
nfat,stage3,1a66,32,31,5,1.0,3.372,2.477,1.301,0.527
nfat,stage3,1a66,33,31,5,1.0,3.184,2.071,1.056,0.527
nfat,stage3,1a66,34,31,5,1.0,3.501,2.65,1.745,0.418
nfat,stage3,1a66,35,31,5,1.0,4.416,3.566,1.749,0.382
nfat,stage3,1a66,36,31,5,1.0,6.206,4.391,1.621,0.309
nfat,stage3,1a66,37,31,5,1.0,3.602,2.379,1.457,0.564
nfat,stage3,1a66,38,31,5,1.0,4.331,3.129,2.04,0.4
nfat,stage3,1a66,39,31,5,1.0,3.944,2.703,1.696,0.491
nfat,stage3,1a66,40,31,5,1.0,4.121,3.042,1.673,0.4
nfat,stage3,1a66,41,31,5,1.0,4.821,2.784,1.759,0.327
nfat,stage3,1a66,42,31,5,1.0,3.559,2.782,1.494,0.545
nfat,stage3,1a66,43,31,5,1.0,3.901,2.221,1.295,0.473
nfat,stage3,1a66,44,31,5,1.0,6.294,4.047,2.025,0.382
nfat,stage3,1a66,45,31,5,1.0,4.299,2.614,1.717,0.455
nfat,stage3,1a66,46,31,5,1.0,4.87,2.633,1.754,0.291
nfat,stage3,1a66,47,31,5,1.0,4.016,2.391,1.492,0.509
nfat,stage3,1a66,48,31,5,1.0,3.593,2.225,1.331,0.582
nfat,stage3,1a66,49,31,5,1.0,3.681,2.647,1.549,0.4
nfat,stage3,1a66,50,31,5,1.0,4.284,2.431,1.482,0.509
nfat,stage3,1a66,51,31,5,1.0,3.548,2.31,1.297,0.527
nfat,stage3,1a66,52,31,5,1.0,4.201,3.277,2.135,0.436
nfat,stage3,1a66,53,31,5,1.0,3.769,3.102,1.644,0.491
nfat,stage3,1a66,54,31,5,1.0,4.739,2.917,1.741,0.473
nfat,stage3,1a66,55,31,5,1.0,3.735,2.283,1.476,0.473
nfat,stage3,1a66,56,31,5,1.0,3.472,2.714,1.672,0.564
nfat,stage3,1a66,57,31,5,1.0,3.601,2.376,1.312,0.455
nfat,stage3,1a66,58,31,5,1.0,4.041,2.739,1.695,0.455
nfat,stage3,1a66,59,31,5,1.0,4.087,2.407,1.705,0.455
nfat,stage3,1a66,60,31,5,1.0,4.816,3.327,1.957,0.327
nfat,stage3,1a66,61,31,5,1.0,3.556,2.462,1.21,0.491
nfat,stage3,1a66,62,31,5,1.0,3.895,2.571,1.19,0.473
nfat,stage3,1a66,63,31,5,1.0,3.843,3.283,1.489,0.455
nfat,stage3,1a66,64,31,5,1.0,4.835,2.585,1.643,0.491
nfat,stage3,1a66,65,31,5,1.0,4.924,3.568,2.006,0.418
nfat,stage3,1a66,66,31,5,1.0,4.015,2.652,1.786,0.436
nfat,stage3,1a66,67,31,5,1.0,3.919,2.696,1.504,0.527
nfat,stage3,1a66,68,31,5,1.0,4.279,3.247,1.826,0.436
nfat,stage3,1a66,69,31,5,1.0,4.863,2.236,1.327,0.382
nfat,stage3,1a66,70,31,5,1.0,4.703,3.052,2.002,0.418
nfat,stage3,1a66,71,31,5,1.0,4.822,3.357,1.753,0.327
nfat,stage3,1a66,72,31,5,1.0,4.076,4.004,1.957,0.345
nfat,stage3,1a66,73,31,5,1.0,3.962,2.714,1.645,0.582
nfat,stage3,1a66,74,31,5,1.0,4.292,3.061,1.661,0.473
nfat,stage3,1a66,75,31,5,1.0,3.655,2.561,1.453,0.491
nfat,stage3,1a66,76,31,5,1.0,4.269,3.168,2.073,0.436
nfat,stage3,1a66,77,31,5,1.0,3.47,2.925,1.458,0.436
nfat,stage3,1a66,78,31,5,1.0,4.265,2.4,1.134,0.455
nfat,stage3,1a66,79,31,5,1.0,4.16,2.648,1.482,0.509
nfat,stage3,1a66,80,31,5,1.0,4.223,3.414,1.987,0.436
nfat,stage3,1a66,81,31,5,1.0,4.43,2.919,1.946,0.564
nfat,stage3,1a66,82,31,5,1.0,3.859,2.688,1.429,0.491
nfat,stage3,1a66,83,31,5,1.0,3.417,2.547,1.364,0.545
nfat,stage3,1a66,85,31,5,1.0,5.585,3.221,2.197,0.309
nfat,stage3,1a66,86,31,5,1.0,4.798,3.942,2.303,0.418
nfat,stage3,1a66,87,31,5,1.0,3.962,2.461,1.683,0.527
nfat,stage3,1a66,88,31,5,1.0,4.412,2.358,1.321,0.4
runx,stage3,1hjc,1,18,3,1.0,3.171,2.539,1.424,0.273
runx,stage3,1hjc,2,18,3,1.0,3.172,3.023,1.487,0.455
runx,stage3,1hjc,3,18,3,1.0,4.105,4.581,2.045,0.545
runx,stage3,1hjc,4,18,3,1.0,3.97,4.28,1.931,0.545
runx,stage3,1hjc,5,18,3,1.0,2.444,2.156,1.299,0.485
runx,stage3,1hjc,6,18,3,1.0,4.62,4.54,1.836,0.424
runx,stage3,1hjc,7,18,3,1.0,6.176,4.212,1.969,0.333
runx,stage3,1hjc,8,18,3,1.0,3.071,3.133,1.779,0.485
runx,stage3,1hjc,9,18,3,1.0,4.993,4.442,2.329,0.576
runx,stage3,1hjc,10,18,3,1.0,5.311,4.78,2.152,0.424
runx,stage3,1hjc,11,18,3,1.0,1.076,0.698,0.626,0.606
runx,stage3,1hjc,12,18,3,1.0,3.621,3.728,1.519,0.606
runx,stage3,1hjc,13,18,3,1.0,3.274,3.622,2.168,0.455
runx,stage3,1hjc,14,18,3,1.0,1.824,2.14,1.297,0.697
runx,stage3,1hjc,15,18,3,1.0,3.181,1.785,0.992,0.424
runx,stage3,1hjc,16,18,3,1.0,4.969,4.276,2.05,0.333
runx,stage3,1hjc,17,18,3,1.0,5.339,2.835,1.739,0.212
runx,stage3,1hjc,18,18,3,1.0,1.846,2.094,1.091,0.697
runx,stage3,1hjc,19,18,3,1.0,4.855,3.759,1.665,0.424
runx,stage3,1hjc,20,18,3,1.0,3.155,2.742,1.36,0.424
runx,stage3,1hjc,21,18,3,1.0,6.205,4.543,2.239,0.333
runx,stage3,1hjc,22,18,3,1.0,3.832,1.91,1.338,0.424
runx,stage3,1hjc,23,18,3,1.0,3.264,3.799,1.797,0.576
runx,stage3,1hjc,24,18,3,1.0,3.401,3.354,1.622,0.636
runx,stage3,1hjc,25,18,3,1.0,3.42,3.491,2.146,0.485
runx,stage3,1hjc,26,18,3,1.0,2.875,2.844,1.916,0.515
runx,stage3,1hjc,27,18,3,1.0,4.914,5.199,2.259,0.455
runx,stage3,1hjc,28,18,3,1.0,2.457,2.071,1.531,0.455
runx,stage3,1hjc,29,18,3,1.0,1.496,1.264,0.831,0.697
runx,stage3,1hjc,30,18,3,1.0,3.195,3.426,1.549,0.727
runx,stage3,1hjc,31,18,3,1.0,4.641,4.49,2.053,0.455
runx,stage3,1hjc,32,18,3,1.0,3.802,4.255,1.724,0.576
runx,stage3,1hjc,33,18,3,1.0,4.985,4.041,1.85,0.394
runx,stage3,1hjc,34,18,3,1.0,2.009,1.354,0.956,0.545
runx,stage3,1hjc,35,18,3,1.0,4.465,3.891,1.618,0.424
runx,stage3,1hjc,36,18,3,1.0,3.424,3.551,1.511,0.273
runx,stage3,1hjc,37,18,3,1.0,2.581,2.695,1.388,0.485
runx,stage3,1hjc,38,18,3,1.0,5.373,4.111,1.987,0.424
runx,stage3,1hjc,39,18,3,1.0,3.119,3.814,1.736,0.667
runx,stage3,1hjc,40,18,3,1.0,2.729,2.929,1.659,0.273
runx,stage3,1hjc,41,18,3,1.0,2.685,2.59,1.339,0.545
runx,stage3,1hjc,42,18,3,1.0,5.666,4.358,2.027,0.545
runx,stage3,1hjc,43,18,3,1.0,3.841,5.121,2.604,0.455
runx,stage3,1hjc,44,18,3,1.0,3.171,3.668,1.712,0.394
runx,stage3,1hjc,45,18,3,1.0,5.587,3.243,1.533,0.424
runx,stage3,1hjc,46,18,3,1.0,5.212,4.508,2.051,0.273
runx,stage3,1hjc,47,18,3,1.0,1.944,1.943,1.061,0.515
runx,stage3,1hjc,48,18,3,1.0,3.029,3.026,1.541,0.515
runx,stage3,1hjc,49,18,3,1.0,2.826,3.243,1.68,0.212
runx,stage3,1hjc,50,18,3,1.0,6.201,3.547,2.029,0.333
runx,stage3,1hjc,51,18,3,1.0,2.502,1.802,1.181,0.515
runx,stage3,1hjc,52,18,3,1.0,3.357,3.082,1.463,0.364
runx,stage3,1hjc,53,18,3,1.0,4.864,4.627,2.123,0.364
runx,stage3,1hjc,54,18,3,1.0,3.502,3.359,1.455,0.424
runx,stage3,1hjc,55,18,3,1.0,2.825,3.481,1.708,0.636
runx,stage3,1hjc,56,18,3,1.0,1.841,1.783,0.975,0.667
runx,stage3,1hjc,57,18,3,1.0,3.746,3.818,1.976,0.424
runx,stage3,1hjc,58,18,3,1.0,3.905,2.611,1.754,0.485
runx,stage3,1hjc,59,18,3,1.0,4.269,4.676,2.22,0.364
runx,stage3,1hjc,60,18,3,1.0,2.332,2.452,1.226,0.636
runx,stage3,1hjc,61,18,3,1.0,4.294,4.038,1.694,0.424
runx,stage3,1hjc,62,18,3,1.0,3.681,5.282,2.59,0.455
runx,stage3,1hjc,63,18,3,1.0,3.581,3.79,2.131,0.394
runx,stage3,1hjc,64,18,3,1.0,1.807,2.121,1.061,0.515
runx,stage3,1hjc,65,18,3,1.0,3.438,1.947,1.22,0.303
runx,stage3,1hjc,66,18,3,1.0,3.118,3.264,1.801,0.545
runx,stage3,1hjc,67,18,3,1.0,6.102,3.503,1.82,0.333
runx,stage3,1hjc,68,18,3,1.0,3.44,2.875,1.574,0.333
runx,stage3,1hjc,69,18,3,1.0,3.952,3.8,1.886,0.364
runx,stage3,1hjc,70,18,3,1.0,6.895,2.58,1.33,0.212
runx,stage3,1hjc,71,18,3,1.0,1.617,1.157,0.885,0.636
runx,stage3,1hjc,72,18,3,1.0,6.003,4.513,2.155,0.394
runx,stage3,1hjc,73,18,3,1.0,3.644,3.514,1.63,0.364
runx,stage3,1hjc,74,18,3,1.0,1.754,1.97,1.032,0.667
runx,stage3,1hjc,75,18,3,1.0,3.913,3.832,1.82,0.485
runx,stage3,1hjc,76,18,3,1.0,5.939,4.476,2.077,0.364
runx,stage3,1hjc,77,18,3,1.0,4.598,4.645,2.049,0.394
runx,stage3,1hjc,78,18,3,1.0,5.092,2.344,1.415,0.424
runx,stage3,1hjc,79,18,3,1.0,3.309,3.663,1.91,0.545
runx,stage3,1hjc,80,18,3,1.0,3.362,3.689,1.685,0.576
runx,stage3,1hjc,81,18,3,1.0,3.67,1.942,1.223,0.485
runx,stage3,1hjc,82,18,3,1.0,3.323,4.31,2.166,0.364
runx,stage3,1hjc,83,18,3,1.0,4.471,3.94,1.954,0.273
runx,stage3,1hjc,84,18,3,1.0,3.587,3.943,1.636,0.576
runx,stage3,1hjc,85,18,3,1.0,2.229,2.191,1.19,0.576
